Year,Qshort,Department,Course.Title,Faculty Member,Indicators,Questions,Q#,R_1,R_2,R_3,R_4,R_5,R_6,R_7,R_8,R_9,R_10,R_11,R_12,R_13,R_14,R_15,R_16,R_17,R_18,R_19,R_20,R_21,R_22,R_23,R_24,R_25,R_26,R_27,R_28,R_29,R_30,R_31,R_32,R_33,R_34,R_35,R_36,R_37,R_38,R_39,R_40,R_41,R_42,R_43,R_44,R_45,R_46,R_47,R_48,R_49,R_50,R_51,R_52,R_53,R_54,R_55,R_56,R_57,R_58,R_59,R_60,R_61,R_62,R_63,R_64,R_65,R_66,R_67,R_68,R_69,R_70,R_71,R_72,R_73,R_74,R_75,R_76,R_77,R_78,R_79,R_80,R_81,R_82,R_83,R_84,R_85,R_86,R_87,R_88,R_89,R_90,R_91,R_92,R_93,R_94,R_95,R_96,R_97,R_98,R_99,R_100
2017,QD03,LLB,Environmental Law,Arun Barkat,Quality.of.Delivery,Ideas and concepts were presented clearly,17,NA,4,NA,3,2,NA,4,4,NA,5,5,1,5,4,5,5,5,NA,NA,NA,4,5,5,3,3,4,4,5,4,NA,NA,4,4,4,4,4,4,5,2,2,5,4,5,NA,NA,4,4,3,5,5,NA,NA,NA,NA,4,5,3,1,NA,NA,5,4,4,3,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,ASSE01,LLB,Environmental Law,Arun Barkat,Assessment,The method of assessment were reasonable ,18,NA,5,NA,4,4,NA,5,4,NA,4,4,5,4,NA,5,5,4,NA,NA,NA,3,5,5,3,5,3,5,5,4,NA,NA,3,5,5,5,4,4,5,3,2,5,4,5,NA,NA,5,4,4,5,5,NA,NA,NA,NA,4,5,4,4,NA,NA,5,4,5,3,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,ASSE02,LLB,Environmental Law,Arun Barkat,Assessment,Feedback on assessment was timely,19,NA,4,NA,3,4,NA,3,4,NA,5,4,5,4,NA,5,5,4,NA,NA,NA,3,4,5,2,5,3,5,4,4,NA,NA,3,5,5,5,4,4,5,3,2,5,4,5,NA,NA,4,4,2,5,5,NA,NA,NA,NA,4,5,2,5,NA,NA,4,4,5,3,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,ASSE03,LLB,Environmental Law,Arun Barkat,Assessment,Feedback on assessment was helpful,20,NA,5,NA,NA,4,NA,2,4,NA,5,4,5,4,NA,5,5,4,NA,NA,NA,3,4,5,2,4,3,5,4,4,NA,NA,3,5,5,5,4,4,5,3,2,4,4,5,NA,NA,5,4,3,5,5,NA,NA,NA,NA,5,5,4,4,NA,NA,4,4,5,3,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,FACEV01,LLB,Environmental Law,Arun Barkat,Faculty.Eval,I understood the lectures,21,NA,5,NA,1,4,NA,5,4,NA,5,4,5,4,NA,5,5,5,NA,NA,NA,5,5,5,2,4,5,4,5,4,NA,NA,2,4,4,4,4,4,5,3,3,5,4,5,NA,NA,4,4,4,5,5,NA,NA,NA,NA,5,5,2,2,NA,NA,5,4,5,3,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,FACEV02,LLB,Environmental Law,Arun Barkat,Faculty.Eval,The material was well organized and presented,22,NA,5,NA,1,4,NA,5,4,NA,5,4,5,4,NA,5,5,5,NA,NA,NA,5,5,5,2,4,5,4,5,4,NA,NA,2,4,4,4,4,4,5,3,3,5,4,5,NA,NA,4,4,4,5,5,NA,NA,NA,NA,5,5,5,2,NA,NA,4,4,5,3,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,FACEV03,LLB,Environmental Law,Arun Barkat,Faculty.Eval,The Teacher was responsive to student needs and problems,23,NA,5,NA,1,4,NA,5,4,NA,5,4,5,4,NA,5,5,5,NA,NA,NA,5,4,5,2,4,5,4,5,4,NA,NA,2,4,4,4,4,4,5,3,3,4,4,5,NA,NA,4,4,4,5,5,NA,NA,NA,NA,5,5,1,1,NA,NA,5,4,5,3,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,FACEV04,LLB,Environmental Law,Arun Barkat,Faculty.Eval,Had the Teacher been regular throughout the course?,24,NA,5,NA,2,4,NA,4,4,NA,5,4,5,5,NA,5,5,4,NA,NA,NA,5,4,4,2,4,5,4,5,4,NA,NA,2,4,4,4,4,4,5,3,3,4,5,5,NA,NA,4,4,3,5,5,NA,NA,NA,NA,5,4,2,1,NA,NA,5,5,5,3,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,FACEV05,LLB,Environmental Law,Arun Barkat,Faculty.Eval,The Teacher provides the Lecture schedule on the very first lecture,25,NA,5,NA,2,2,NA,4,5,NA,4,4,5,5,NA,5,4,4,NA,NA,NA,5,4,4,3,4,5,5,4,4,NA,NA,2,4,5,5,4,4,5,3,3,4,5,5,NA,NA,4,4,3,5,5,NA,NA,NA,NA,5,4,2,1,NA,NA,5,5,5,3,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,FACEV06,LLB,Environmental Law,Arun Barkat,Faculty.Eval,The Teacher provides the Lecture outlines before delivering the lecture,26,NA,5,NA,2,2,NA,4,5,NA,5,4,5,5,NA,5,4,4,NA,NA,NA,5,4,4,3,4,5,5,4,4,NA,NA,2,4,5,5,4,4,5,3,3,4,5,5,NA,NA,4,4,3,4,5,NA,NA,NA,NA,4,4,2,1,NA,NA,4,5,5,3,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,FACEV07,LLB,Environmental Law,Arun Barkat,Faculty.Eval,The Teacher is prepared for each class,27,NA,5,NA,3,2,NA,1,5,NA,4,4,5,5,NA,5,4,4,NA,NA,NA,5,4,5,3,5,5,5,4,4,NA,NA,2,5,5,5,4,4,4,2,3,4,5,4,NA,NA,4,4,2,4,5,NA,NA,NA,NA,4,4,2,2,NA,NA,4,4,5,3,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,FACEV08,LLB,Environmental Law,Arun Barkat,Faculty.Eval,The Teacher demonstrates knowledge of the subject,28,NA,4,NA,3,4,NA,1,5,NA,4,4,5,5,NA,5,4,4,NA,NA,NA,5,4,5,4,5,5,5,4,4,NA,NA,2,5,5,5,4,4,4,2,2,4,5,4,NA,NA,5,4,2,4,5,NA,NA,NA,NA,4,4,2,1,NA,NA,4,4,5,3,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,FACEV09,LLB,Environmental Law,Arun Barkat,Faculty.Eval,The Teacher has completed the whole course,29,NA,4,NA,3,4,NA,1,4,NA,5,4,5,5,NA,5,4,4,NA,NA,NA,5,5,5,4,5,4,5,4,4,NA,NA,2,5,5,5,4,4,4,2,2,4,5,3,NA,NA,5,4,2,4,5,NA,NA,NA,NA,4,3,2,1,NA,NA,4,4,5,3,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,FACEV10,LLB,Environmental Law,Arun Barkat,Faculty.Eval,The Teacher provides additional material apart from the textbook,30,NA,4,NA,4,4,NA,2,4,NA,5,4,5,5,NA,5,4,4,NA,NA,NA,5,5,5,4,5,4,5,4,4,NA,NA,2,5,5,5,4,4,4,2,2,4,4,5,NA,NA,5,4,2,4,5,NA,NA,NA,NA,4,3,2,1,NA,NA,5,4,5,3,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,FACEV11,LLB,Environmental Law,Arun Barkat,Faculty.Eval,The Teacher gives citations regarding current situations with reference to Pakistani context.,31,NA,4,NA,4,5,NA,3,4,NA,5,4,5,4,NA,5,4,4,NA,NA,NA,5,5,5,4,5,4,5,4,4,NA,NA,2,5,5,5,4,4,4,2,2,4,4,5,NA,NA,5,4,3,4,5,NA,NA,NA,NA,4,3,2,1,NA,NA,5,4,5,3,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,FACEV12,LLB,Environmental Law,Arun Barkat,Faculty.Eval,The Teacher communicates the subject matter effectively,32,NA,4,NA,4,5,NA,3,4,NA,5,4,3,4,NA,5,4,5,NA,NA,NA,5,5,5,2,6,4,5,4,4,NA,NA,2,5,5,5,4,4,4,3,2,4,4,5,NA,NA,4,4,3,4,5,NA,NA,NA,NA,4,3,2,1,NA,NA,5,4,5,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,FACEV13,LLB,Environmental Law,Arun Barkat,Faculty.Eval,The Teacher shows respect towards students and encourages class participation,33,NA,4,NA,5,5,NA,3,4,NA,5,4,3,4,NA,5,4,5,NA,NA,NA,5,5,5,2,6,4,4,5,4,NA,NA,2,5,5,5,4,4,4,3,2,4,4,5,NA,NA,4,4,3,2,5,NA,NA,NA,NA,4,3,2,1,NA,NA,5,4,5,3,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,FACEV14,LLB,Environmental Law,Arun Barkat,Faculty.Eval,The Teacher maintains an environment that is conducive to learning,34,NA,4,NA,5,5,NA,3,4,NA,4,4,3,4,NA,5,4,5,NA,NA,NA,5,5,5,2,6,4,4,5,4,NA,NA,2,5,5,5,4,4,5,3,2,5,4,5,NA,NA,4,4,3,2,5,NA,NA,NA,NA,4,3,2,1,NA,NA,5,4,5,3,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,FACEV15,LLB,Environmental Law,Arun Barkat,Faculty.Eval,The Teacher arrives on time ,35,NA,4,NA,5,2,NA,3,4,NA,5,4,3,3,NA,5,5,5,NA,NA,NA,4,5,5,2,3,4,4,5,4,NA,NA,2,5,5,5,4,4,5,2,2,5,4,5,NA,NA,4,4,3,2,5,NA,NA,NA,NA,4,5,2,1,NA,NA,5,4,5,3,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,FACEV16,LLB,Environmental Law,Arun Barkat,Faculty.Eval,The Teacher leaves on time,36,NA,5,NA,2,2,NA,3,4,NA,4,4,5,3,NA,5,5,5,NA,NA,NA,4,5,5,2,3,4,4,5,4,NA,NA,2,5,5,5,4,4,5,2,2,5,4,5,NA,NA,4,4,3,3,5,NA,NA,NA,NA,4,5,2,1,NA,NA,5,4,5,3,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,FACEV17,LLB,Environmental Law,Arun Barkat,Faculty.Eval,The Teacher is fair in examination,37,NA,5,NA,2,2,NA,3,4,NA,4,4,5,3,NA,5,5,5,NA,NA,NA,4,5,5,2,3,4,4,5,4,NA,NA,2,5,5,5,4,4,4,2,2,5,4,5,NA,NA,4,4,2,3,5,NA,NA,NA,NA,4,5,4,1,NA,NA,5,5,5,3,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,FACEV18,LLB,Environmental Law,Arun Barkat,Faculty.Eval,The Teacher returns the graded scripts etc. in  a reasonable amount of time,38,NA,5,NA,2,4,NA,3,4,NA,5,4,5,3,NA,5,5,5,NA,NA,NA,4,4,5,2,3,4,5,5,4,NA,NA,2,5,5,5,4,4,4,2,3,5,4,5,NA,NA,5,4,2,3,5,NA,NA,NA,NA,5,5,4,1,NA,NA,5,5,5,3,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,FACEV19,LLB,Environmental Law,Arun Barkat,Faculty.Eval,The Teacher was available during the specified office hours and for after class consultations,39,NA,4,NA,2,4,NA,3,4,NA,5,4,5,3,NA,5,5,5,NA,NA,NA,4,4,5,2,5,4,5,5,4,NA,NA,2,5,5,5,4,4,4,2,3,5,4,5,NA,NA,5,4,2,3,5,NA,NA,NA,NA,5,5,4,1,NA,NA,5,5,5,3,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,TUT01,LLB,Environmental Law,Arun Barkat,Tutorial,The material in the tutorials was useful,40,NA,5,NA,NA,4,NA,5,NA,NA,4,3,5,NA,NA,5,5,5,NA,NA,NA,4,5,NA,1,5,4,5,4,NA,NA,NA,2,4,4,4,4,4,4,2,3,5,5,5,NA,NA,5,4,NA,4,5,NA,NA,NA,NA,4,5,4,3,NA,NA,5,5,5,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,TUT02,LLB,Environmental Law,Arun Barkat,Tutorial,I was happy with the amount of work needed for tutorials,41,NA,5,NA,NA,4,NA,5,NA,NA,5,3,5,NA,NA,5,5,5,NA,NA,NA,4,4,NA,1,5,3,4,5,NA,NA,NA,2,4,4,4,4,4,4,2,3,5,5,5,NA,NA,5,4,NA,4,5,NA,NA,NA,NA,4,5,3,3,NA,NA,4,5,5,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,TUT03,LLB,Environmental Law,Arun Barkat,Tutorial,The Teacher dealt effectively with my problems,42,NA,5,NA,NA,4,NA,4,NA,NA,5,4,5,NA,NA,5,5,5,NA,NA,NA,4,5,NA,NA,5,3,4,5,NA,NA,NA,2,4,4,4,4,4,4,2,2,4,5,5,NA,NA,5,4,NA,4,5,NA,NA,NA,NA,4,5,2,2,NA,NA,5,5,5,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,PRAC01,LLB,Environmental Law,Arun Barkat,Practical,The material in the practical was useful,43,NA,5,NA,NA,4,NA,5,NA,NA,5,4,5,NA,NA,5,5,5,NA,NA,NA,4,4,NA,1,5,4,5,5,NA,NA,NA,2,NA,4,NA,4,NA,5,2,2,4,4,NA,NA,NA,5,4,NA,5,5,NA,NA,NA,NA,5,NA,NA,1,NA,NA,5,NA,5,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,PRAC02,LLB,Environmental Law,Arun Barkat,Practical,The Teacher dealt effectively with my problems during practicals.,44,NA,5,NA,NA,4,NA,4,NA,NA,4,4,5,NA,NA,5,5,5,NA,NA,NA,4,5,NA,1,5,4,4,NA,NA,NA,NA,2,NA,4,NA,4,NA,5,2,3,3,4,NA,NA,NA,5,4,NA,4,5,NA,NA,NA,NA,4,NA,NA,1,NA,NA,5,NA,5,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,FPT,LLB,Environmental Law,Arun Barkat,Full.Part.Time,Full.Part.Time,45,NA,NA,NA,NA,5,NA,NA,NA,NA,5,3,NA,NA,NA,5,5,NA,NA,NA,NA,5,4,NA,NA,5,5,5,4,NA,NA,NA,NA,NA,5,NA,3,NA,NA,NA,NA,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,GEND,LLB,Environmental Law,Arun Barkat,Gender,Gender,46,NA,NA,NA,NA,5,NA,NA,NA,NA,5,1,NA,NA,NA,5,2,NA,NA,NA,NA,5,5,NA,NA,5,5,5,5,NA,NA,NA,NA,NA,5,NA,5,NA,NA,NA,NA,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,AGEGRP,LLB,Environmental Law,Arun Barkat,Age.Grp,Age.Grp,47,NA,NA,NA,NA,5,NA,NA,NA,NA,5,5,NA,NA,NA,5,5,NA,NA,NA,NA,5,5,NA,NA,NA,1,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,NA,NA,NA,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,CCO01,LLB,Fundamentals of Economics,Nadeem Jahangir,Course-Content&Organization,The course objectives were clear,1,5,NA,NA,NA,NA,5,3,5,NA,1,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,NA,NA,NA,NA,5,5,NA,5,NA,NA,5,NA,4,4,5,NA,NA,5,NA,4,4,NA,NA,4,5,NA,NA,5,4,NA,NA,5,4,NA,NA,NA,5,4,NA,5,5,4,NA,4,NA,NA,NA,NA,NA,1,4,NA,NA,1,5,NA,5,5,5,4,5,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,CCO02,LLB,Fundamentals of Economics,Nadeem Jahangir,Course-Content&Organization,The Course workload was manageable,2,5,NA,NA,NA,NA,5,5,5,NA,1,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,NA,NA,NA,NA,5,5,NA,5,NA,NA,5,NA,5,4,4,NA,NA,5,NA,4,4,NA,NA,4,5,NA,NA,5,5,NA,NA,5,4,NA,4,NA,5,5,NA,5,5,4,NA,4,NA,NA,NA,NA,NA,1,4,NA,NA,1,5,NA,5,5,5,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,CCO03,LLB,Fundamentals of Economics,Nadeem Jahangir,Course-Content&Organization,"The Course was well organized (e.g. timely access to materials, notification of changes, etc.)",3,5,NA,NA,NA,NA,4,2,5,NA,1,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA,NA,5,5,NA,5,NA,NA,5,NA,4,4,5,NA,NA,5,NA,4,4,NA,NA,4,4,NA,NA,5,5,NA,NA,4,4,NA,NA,NA,5,5,NA,5,5,5,NA,4,NA,NA,NA,NA,NA,NA,4,NA,NA,1,5,NA,5,5,5,4,4,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,STC01,LLB,Fundamentals of Economics,Nadeem Jahangir,Stud.Contribution,Approximate level of your own attendance during the whole Course ,4,2,NA,NA,NA,NA,2,1,1,NA,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,3,1,NA,NA,NA,NA,1,NA,1,2,1,NA,NA,1,NA,1,1,NA,NA,1,1,NA,NA,1,1,NA,NA,1,1,NA,2,NA,1,1,NA,1,1,1,NA,1,NA,NA,NA,NA,NA,2,3,NA,NA,NA,1,NA,1,1,1,1,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,STC02,LLB,Fundamentals of Economics,Nadeem Jahangir,Stud.Contribution,I participated actively in the Course,5,5,NA,NA,NA,NA,5,5,5,NA,1,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,NA,NA,NA,NA,NA,3,NA,5,NA,NA,4,NA,5,2,5,NA,NA,5,NA,5,5,NA,NA,5,4,NA,NA,5,5,NA,NA,5,4,NA,5,NA,5,5,NA,5,5,5,NA,4,NA,NA,NA,NA,NA,NA,4,NA,NA,1,4,NA,4,2,5,4,4,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,STC03,LLB,Fundamentals of Economics,Nadeem Jahangir,Stud.Contribution,I think I have made progress in this Course,6,5,NA,NA,NA,NA,5,2,4,NA,1,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA,NA,NA,5,NA,5,NA,NA,2,NA,5,3,4,NA,NA,5,NA,5,5,NA,NA,4,3,NA,NA,5,5,NA,NA,5,4,NA,5,NA,5,5,NA,5,5,5,NA,4,NA,NA,NA,NA,NA,NA,4,NA,NA,1,4,NA,4,2,5,4,5,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,ENV01,LLB,Fundamentals of Economics,Nadeem Jahangir,Environment,"I think the Course was well structured to achieve the learning outcomes (there was a good balance of lectures, tutorials, practical etc.)",7,5,NA,NA,NA,NA,5,2,5,NA,1,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,NA,NA,NA,NA,4,5,NA,5,NA,NA,4,NA,5,2,5,NA,NA,5,NA,4,3,NA,NA,5,4,NA,NA,5,5,NA,NA,5,4,NA,5,NA,4,5,NA,5,5,5,NA,4,NA,NA,NA,NA,NA,4,4,NA,NA,1,4,NA,5,4,5,4,4,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,ENV02,LLB,Fundamentals of Economics,Nadeem Jahangir,Environment,The learning and teaching methods encouraged participation.,8,5,NA,NA,NA,NA,5,2,5,NA,1,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,NA,NA,NA,NA,4,5,NA,5,NA,NA,4,NA,5,3,5,NA,NA,5,NA,4,3,NA,NA,5,4,NA,NA,4,4,NA,NA,5,4,NA,5,NA,4,5,NA,5,5,5,NA,4,NA,NA,NA,NA,NA,4,4,NA,NA,1,4,NA,5,4,5,4,4,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,ENV03,LLB,Fundamentals of Economics,Nadeem Jahangir,Environment,The overall environment in the class was conducive to learning.,9,5,NA,NA,NA,NA,5,4,5,NA,1,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,NA,NA,NA,NA,4,5,NA,4,NA,NA,4,NA,5,4,4,NA,NA,4,NA,4,3,NA,NA,4,4,NA,NA,4,5,NA,NA,5,4,NA,4,NA,4,4,NA,5,5,5,NA,4,NA,NA,NA,NA,NA,4,4,NA,NA,1,4,NA,5,4,5,4,3,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,ENV04,LLB,Fundamentals of Economics,Nadeem Jahangir,Environment,Classrooms were satisfactory,10,5,NA,NA,NA,NA,5,4,5,NA,1,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,NA,NA,NA,NA,5,5,NA,5,NA,NA,4,NA,3,3,NA,NA,NA,5,NA,4,3,NA,NA,4,4,NA,NA,4,1,NA,NA,5,4,NA,5,NA,4,4,NA,5,5,5,NA,4,NA,NA,NA,NA,NA,4,1,NA,NA,1,4,NA,5,4,5,5,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,RES01,LLB,Fundamentals of Economics,Nadeem Jahangir,Resources,"Learning materials (Lesson Plans, Course Notes etc.) were relevant and useful.",11,5,NA,NA,NA,NA,5,2,5,NA,1,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,NA,NA,NA,NA,4,5,NA,5,NA,NA,4,NA,5,3,5,NA,NA,4,NA,4,4,NA,NA,4,4,NA,NA,4,5,NA,NA,4,4,NA,5,NA,4,5,NA,5,5,5,NA,3,NA,NA,NA,NA,NA,4,4,NA,NA,1,4,NA,5,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,RES02,LLB,Fundamentals of Economics,Nadeem Jahangir,Resources,Recommended reading Books etc. were relevant and appropriate,12,5,NA,NA,NA,NA,5,2,5,NA,1,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA,NA,NA,5,NA,5,NA,NA,4,NA,3,4,5,NA,NA,4,NA,4,4,NA,NA,5,4,NA,NA,4,5,NA,NA,4,4,NA,NA,NA,4,5,NA,5,5,2,NA,4,NA,NA,NA,NA,NA,4,4,NA,NA,1,4,NA,5,4,4,4,3,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
